0.0002	0.0000	0.0007
0.0007	0.0001	0.0029
0.0024	0.0003	0.0105
0.0072	0.0008	0.0323
0.0191	0.0020	0.0860
0.0434	0.0045	0.1971
0.0847	0.0088	0.3894
0.1406	0.0145	0.6568
0.2045	0.0214	0.9725
0.2647	0.0295	1.2825
0.3147	0.0387	1.5535
0.3577	0.0496	1.7985
0.3837	0.0621	1.9673
0.3867	0.0747	2.0273
0.3707	0.0895	1.9948
0.3430	0.1063	1.9007
0.3023	0.1282	1.7454
0.2541	0.1528	1.5549
0.1956	0.1852	1.3176
0.1323	0.2199	1.0302
0.0805	0.2536	0.7721
0.0411	0.2977	0.5701
0.0162	0.3391	0.4153
0.0051	0.3954	0.3024
0.0038	0.4608	0.2185
0.0154	0.5314	0.1592
0.0375	0.6067	0.1120
0.0714	0.6857	0.0822
0.1177	0.7618	0.0607
0.1730	0.8233	0.0431
0.2365	0.8752	0.0305
0.3042	0.9238	0.0206
0.3768	0.9620	0.0137
0.4516	0.9822	0.0079
0.5298	0.9918	0.0040
0.6161	0.9991	0.0011
0.7052	0.9973	0.0000
0.7938	0.9824	0.0000
0.8787	0.9556	0.0000
0.9512	0.9152	0.0000
1.0142	0.8689	0.0000
1.0743	0.8256	0.0000
1.1185	0.7774	0.0000
1.1343	0.7204	0.0000
1.1240	0.6583	0.0000
1.0891	0.5939	0.0000
1.0305	0.5280	0.0000
0.9507	0.4618	0.0000
0.8563	0.3981	0.0000
0.7549	0.3396	0.0000
0.6475	0.2835	0.0000
0.5351	0.2283	0.0000
0.4316	0.1798	0.0000
0.3437	0.1402	0.0000
0.2683	0.1076	0.0000
0.2043	0.0812	0.0000
0.1526	0.0603	0.0000
0.1122	0.0441	0.0000
0.0813	0.0318	0.0000
0.0579	0.0226	0.0000
0.0409	0.0159	0.0000
0.0286	0.0111	0.0000
0.0199	0.0077	0.0000
0.0138	0.0054	0.0000
0.0096	0.0037	0.0000
0.0066	0.0026	0.0000
0.0046	0.0018	0.0000
0.0031	0.0012	0.0000
0.0022	0.0008	0.0000
0.0015	0.0006	0.0000
0.0010	0.0004	0.0000
0.0007	0.0003	0.0000
0.0005	0.0002	0.0000
0.0004	0.0001	0.0000
0.0003	0.0001	0.0000
0.0002	0.0001	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0001	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
